Publisher,AdWords Posting URL,Ad Planner Name,Type,Category,Has Advertising,Text,Image,Audio,Video,Rich Media,Expandable,Comp Index,Audience Reach,Audience UV (users),Region UV (users),Region PV,
,,domain: facebook.com,[D],Online Communities > Social Networks,Yes,Yes,53x31 70x100 90x90 97x28 120x90 120x600 125x125 132x43 150x150 160x600 200x200 234x60 250x250 254x500 300x250 300x300 336x280 450x50 468x60 468x191 480x70 728x90 ,No,No,120x600 160x600 250x250 300x250 336x280 468x60 728x90 ,728x90 ,99,73.2%,"13,000,000","13,000,000","18,000,000,000",
,,domain: live.com,[D],Internet & Telecom > Search Engines,Yes,No,No,No,No,No,No,100,54.8%,"9,900,000","9,900,000","1,100,000,000",
,,domain: sanook.com,[D],Internet & Telecom > Web Portals,Yes,Yes,300x250 336x280 468x60 728x90 ,No,No,300x250 336x280 468x60 728x90 ,336x280 468x60 ,99,41.0%,"7,400,000","7,500,000","500,000,000",
,,domain: blogspot.com,[D],Online Communities > Blogging Resources & Services,Yes,Yes,11x60 14x90 88x31 95x95 120x60 120x90 120x240 120x600 125x125 160x600 200x200 234x60 250x250 300x250 320x50 336x280 450x50 468x60 480x70 728x90 ,No,No,120x600 160x600 200x200 250x250 300x250 320x50 336x280 468x60 728x90 ,120x600 160x600 200x200 250x250 300x250 320x50 336x280 468x60 728x90 ,99,37.5%,"6,800,000","6,800,000","97,000,000",
,,domain: kapook.com,[D],Internet & Telecom > Web Portals,Yes,Yes,160x600 250x90 300x250 336x280 468x60 728x90 760x83 ,No,No,160x600 300x250 336x280 468x60 728x90 ,160x600 300x250 336x280 468x60 728x90 ,100,37.5%,"6,700,000","6,700,000","160,000,000",
,,domain: msn.com,[D],Internet & Telecom > Web Portals,Yes,Yes,60x60 68x48 75x75 85x85 300x250 728x90 ,No,No,No,No,100,31.3%,"5,600,000","5,600,000","110,000,000",
,,domain: 4shared.com,[D],Online Communities > File Sharing & Hosting,Yes,Yes,Yes,No,No,No,No,100,31.0%,"5,600,000","5,600,000","600,000,000",
,,domain: hi5.com,[D],Online Communities > Social Networks,Yes,Yes,160x600 300x250 728x90 ,No,No,No,No,100,31.0%,"5,600,000","5,600,000","1,600,000,000",
,,domain: mthai.com,[D],Internet & Telecom > Web Portals,Yes,Yes,160x600 250x250 300x250 320x50 468x60 728x90 ,No,No,160x600 250x250 300x250 468x60 728x90 ,160x600 250x250 300x250 468x60 728x90 ,98,30.5%,"5,500,000","5,600,000","170,000,000",
,,domain: wikipedia.org,[D],Reference > General Reference > Dictionaries & Encyclopedias,No,No,No,No,No,No,No,100,26.1%,"4,700,000","4,700,000","45,000,000",
,,domain: exteen.com,[D],Online Communities > Blogging Resources & Services,Yes,Yes,120x600 125x125 160x600 200x200 250x250 300x250 336x280 468x60 728x90 ,No,No,120x600 160x600 200x200 250x250 300x250 336x280 468x60 728x90 ,120x600 160x600 200x200 250x250 300x250 336x280 468x60 728x90 ,99,23.3%,"4,200,000","4,300,000","34,000,000",
,,domain: dek-d.com,[D],Arts & Entertainment,Yes,Yes,120x600 125x125 160x600 180x150 200x200 234x60 240x400 250x250 300x100 300x250 300x600 336x280 728x90 ,No,No,No,No,100,21.5%,"3,900,000","3,900,000","98,000,000",
,,domain: siamha.com,[D],Internet & Telecom > Web Portals,Yes,Yes,160x600 300x250 728x90 ,No,No,160x600 300x250 728x90 ,160x600 300x250 728x90 ,98,19.1%,"3,400,000","3,500,000","120,000,000",
,,domain: tlcthai.com,[D],Games > Computer & Video Games,Yes,Yes,160x600 300x250 468x60 728x90 ,No,No,160x600 300x250 468x60 728x90 ,160x600 300x250 468x60 728x90 ,100,17.6%,"3,200,000","3,200,000","41,000,000",
,,domain: bloggang.com,[D],Internet & Telecom > Web Services > Web Hosting & Domain Registration,Yes,Yes,120x600 125x125 160x600 200x200 234x60 250x250 300x250 336x280 ,No,No,120x600 160x600 200x200 250x250 300x250 336x280 ,120x600 160x600 200x200 250x250 300x250 336x280 ,100,17.5%,"3,200,000","3,200,000","31,000,000",
,,domain: pantip.com,[D],Online Communities > Forum & Chat Providers,Yes,No,No,No,No,No,No,100,17.4%,"3,100,000","3,100,000","120,000,000",
,,domain: oknation.net,[D],Online Communities > Blogging Resources & Services,Yes,Yes,Yes,No,No,No,No,100,16.1%,"2,900,000","2,900,000","15,000,000",
,,domain: microsoft.com,[D],Computers & Electronics > Software,Yes,Yes,70x70 130x24 ,No,No,No,No,98,15.9%,"2,900,000","2,900,000","29,000,000",
,,domain: hitsplay.com,[D],Internet & Telecom > Web Services > Web Hosting & Domain Registration,No,No,No,No,No,No,No,100,14.7%,"2,600,000","2,600,000","250,000,000",
,,domain: clipmass.com,[D],Reference > Geographic Reference,Yes,Yes,250x250 300x250 728x90 ,No,No,No,No,100,14.3%,"2,600,000","2,600,000","38,000,000",
,,domain: atcloud.com,[D],Online Communities > Photo & Video Sharing,Yes,Yes,120x600 336x280 728x90 ,No,No,120x600 336x280 728x90 ,120x600 336x280 728x90 ,99,14.2%,"2,600,000","2,600,000","26,000,000",
,,domain: teenee.com,[D],Internet & Telecom > Web Portals,Yes,Yes,100x600 115x600 300x250 ,No,No,300x250 ,300x250 ,100,13.2%,"2,400,000","2,400,000","130,000,000",
,,domain: siamzone.com,[D],Arts & Entertainment > Music & Audio > Music Streams & Downloads,Yes,Yes,120x600 300x250 728x90 ,No,No,120x600 300x250 728x90 ,300x250 728x90 ,100,13.2%,"2,400,000","2,400,000","34,000,000",
,,domain: wordpress.com,[D],Online Communities > Blogging Resources & Services,Yes,Yes,11x60 14x90 88x31 100x60 100x100 118x100 120x40 120x60 120x90 120x135 120x240 120x600 125x80 125x125 126x24 128x29 139x189 140x140 140x350 145x185 150x60 150x120 150x150 150x600 160x160 160x220 160x225 160x600 165x137 170x240 170x500 175x500 180x150 181x54 185x140 192x208 200x72 200x75 200x90 200x91 200x200 220x200 220x220 220x280 224x33 225x85 225x144 225x225 230x230 234x60 240x300 250x250 300x50 300x250 300x500 320x50 336x280 430x50 468x60 728x90 970x66 970x100 1768x51 ,No,No,300x250 336x280 ,336x280 ,99,13.0%,"2,300,000","2,400,000","15,000,000",
,,domain: meemodel.com,[D],Internet & Telecom > Web Portals,Yes,Yes,120x600 728x90 ,No,No,120x600 728x90 ,120x600 728x90 ,100,12.9%,"2,300,000","2,300,000","49,000,000",
,,domain: truelife.com,[D],Internet & Telecom > Web Portals,Yes,Yes,Yes,No,No,No,No,100,12.1%,"2,200,000","2,200,000","41,000,000",
,,domain: mict.go.th,[D],Law & Government > Government,Yes,No,No,No,No,No,No,100,12.0%,"2,200,000","2,200,000","14,000,000",
,,domain: deksiam.in.th,[D],Jobs & Education > Education,Yes,Yes,160x600 336x280 728x90 ,No,No,160x600 336x280 728x90 ,160x600 336x280 728x90 ,100,12.0%,"2,200,000","2,200,000","19,000,000",
,,domain: weloveshopping.com,[D],Internet & Telecom > Web Services > Web Hosting & Domain Registration,Yes,Yes,11x60 88x31 100x60 120x30 120x60 120x90 120x240 120x600 125x125 234x60 300x250 468x60 728x90 756x279 ,No,No,120x600 300x250 468x60 728x90 ,120x600 300x250 468x60 728x90 ,100,11.9%,"2,100,000","2,100,000","55,000,000",
,,domain: yahoo.com,[D],Internet & Telecom > Web Portals,Yes,Yes,74x48 80x20 100x100 ,No,No,No,No,100,11.9%,"2,100,000","2,200,000","140,000,000",
,,domain: ohozaa.com,[D],Arts & Entertainment > Music & Audio > Music Streams & Downloads,Yes,No,No,No,No,No,No,100,11.0%,"2,000,000","2,000,000","26,000,000",
,,domain: gg.in.th,[D],Arts & Entertainment > Music & Audio > Music Streams & Downloads,Yes,No,Yes,No,No,No,No,100,10.9%,"2,000,000","2,000,000","160,000,000",
