Publisher,AdWords Posting URL,Ad Planner Name,Type,Category,Has Advertising,Text,Image,Audio,Video,Rich Media,Expandable,Comp Index,Audience Reach,Audience UV (users),Region UV (users),Region PV,
,,domain: seznam.cz,[D],Internet & Telecom > Web Portals,Yes,Yes,109x151 110x150 324x215 324x274 668x408 668x430 ,No,No,No,No,100,90.2%,"6,100,000","6,100,000","2,300,000,000",
,,domain: szn.cz,[D],Internet & Telecom > Email & Messaging,Yes,No,No,No,No,No,No,100,74.7%,"5,100,000","5,100,000","280,000,000",
,,domain: facebook.com,[D],Online Communities > Social Networks,Yes,Yes,53x31 70x100 90x90 97x28 120x90 120x600 125x125 132x43 150x150 160x600 200x200 234x60 250x250 254x500 300x250 300x300 336x280 450x50 468x60 468x191 480x70 728x90 ,No,No,120x600 160x600 250x250 300x250 336x280 468x60 728x90 ,728x90 ,99,68.0%,"4,600,000","4,700,000","3,600,000,000",
,,domain: novinky.cz,[D],News,Yes,Yes,Yes,No,No,No,No,100,67.5%,"4,600,000","4,600,000","260,000,000",
,,domain: idnes.cz,[D],News,Yes,No,300x250 468x60 745x100 ,No,No,No,No,100,56.4%,"3,800,000","3,800,000","410,000,000",
,,domain: youtube.com,[D],Arts & Entertainment > TV & Video > Online Video,Yes,No,No,No,No,No,No,98,56.1%,"3,800,000","3,900,000","400,000,000",
,,domain: stream.cz,[D],Arts & Entertainment > Music & Audio > Music Streams & Downloads,Yes,No,No,No,No,No,No,99,50.8%,"3,500,000","3,500,000","73,000,000",
,,domain: centrum.cz,[D],Internet & Telecom > Web Portals,Yes,Yes,160x600 728x90 ,No,No,728x90 ,No,100,46.3%,"3,100,000","3,100,000","210,000,000",
,,domain: firmy.cz,[D],Reference > Directories & Listings,Yes,No,No,No,No,No,No,100,46.1%,"3,100,000","3,100,000","46,000,000",
,,domain: mapy.cz,[D],Reference > Geographic Reference > Maps,Yes,No,No,No,No,No,No,99,46.1%,"3,100,000","3,100,000","540,000,000",
,,domain: sport.cz,[D],Sports > Team Sports > Hockey,Yes,Yes,No,No,No,No,No,100,38.5%,"2,600,000","2,600,000","46,000,000",
,,domain: prozeny.cz,[D],,Yes,No,No,No,No,No,No,97,34.2%,"2,300,000","2,400,000","31,000,000",
,,domain: wikipedia.org,[D],Reference > General Reference > Dictionaries & Encyclopedias,No,No,No,No,No,No,No,100,32.2%,"2,200,000","2,200,000","28,000,000",
